OBJECTID,URI,FEATURE_TYPE,NAME,OPERATIONAL_STATUS,FEATURE_DATE,FEATURE_SOURCE,ATTRIBUTE_DATE,ATTRIBUTE_SOURCE,SOURCE_UFI,SOURCE_JURISDICTION,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,LOADING_DATE,RELATIONSHIP,CAPACITY_KV,SHAPE_Length
2191,,110008,Gladstone South-T152 to Callide A Power Station,Operational,5/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1668,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.826529669
2192,,110008,Middle Ridge to Torrington,Operational,21/08/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1675,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.129632078
2193,,110008,Middle Ridge to Torrington,Operational,21/08/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1676,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.129236907
2194,,110008,Middle Ridge to Tankham,Operational,16/09/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1677,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.337004
2195,,110008,Middle Ridge to Tankham,Operational,16/09/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1678,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.336877439
2196,,110008,Larcom Creek-H058 to Calliope River-H67,Operational,5/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1679,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.134848931
2197,,110008,Townsville South to Stuart,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1719,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.009707518
2198,,110008,Townsville South to Stuart,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1720,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.009707518
2199,,110008,Merrimac to Broadbeach,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1753,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.024125923
2200,,110008,Merrimac to Broadbeach,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1754,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.024125923
2201,,110008,Jimboomba-SSJBB to Beaudesert-SSBDS,Operational,27/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1755,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.185115978
2202,,110008,Swanbank A Power Station to Blackstone,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1756,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.017558994
2203,,110008,SSQRT to Makerston Street-SSMST,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1759,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.004664143
2204,,110008,Swanbank A Power Station to Swanbank B Power Station,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1760,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.002611867
2205,,110008,Swanbank A Power Station to Swanbank B Power Station,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1761,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.002611867
2206,,110008,Blackstone to Bundamba ,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1762,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.087654171
2207,,110008,Abermain-T136 to Bundamba,Operational,27/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1764,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.058679554
2208,,110008,South Pine to Griffin,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1765,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.095399898
2209,,110008,South Pine to Griffin,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1766,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.095634332
2210,,110008,South Pine-H2 to Sandgate-SSSGT,Operational,17/03/2013 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1767,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.090184755
2211,,110008,Cooroy to Sunrise Hills,Operational,17/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1768,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.114682163
2212,,110008,Cooroy to Image Flat,Operational,14/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1769,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.190073974
2213,,110008,Callide A Power Station to Callide B Power Station,Operational,16/04/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1770,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.015332822
2214,,110008,Larcom Creek to Yarwun-H058,Operational,5/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1771,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.093031816
2215,,110008,Larcom Creek to Yarwun-H058,Operational,5/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1772,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.092943419
2216,,110008,Nebo to Pioneer Valley,Operational,11/08/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1773,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.640067975
2217,,110008,Woree to Cairns,Operational,1/09/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1774,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.015619643
2218,,110008,Townsville Port to Townsville East,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1775,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.002138857
2219,,110008,Raglan to Larcom Creek,Operational,5/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1806,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.254309777
2220,,110008,Calliope River-H67 to Gladstone-H7,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1807,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.027081126
2221,,110008,Calliope River-H67 to Gladstone-H7,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1808,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.027840671
2222,,110008,Calliope River-H67 to Gladstone-H7,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1809,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.026288275
2223,,110008,Calliope River-H67 to Gladstone-H7,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1810,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.026186497
2224,,110008,Western Downs to Kogan Creek Power Station,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1811,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.020660149
2225,,110008,Braemar to Kumbarilla Park,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1812,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.130076312
2226,,110008,Braemar to Kumbarilla Park,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1813,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.129906261
2227,,110008,Palmwoods to Caboolture Tee,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1814,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.198465828
2228,,110008,Beerwah to Beerwah Tee,Operational,14/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1815,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.005851142
2229,,110008,Palmwoods to Caboolture Tee,Operational,14/07/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1816,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.157601718
2230,,110008,Blackwater to Bluff,Operational,16/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1817,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.223929312
2231,,110008,Collinsville to Newlands,Operational,24/04/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1818,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.484560031
2232,,110008,Goonyella Rivers to North Goonyella Tee,Operational,1/10/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1819,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.077548191
2233,,110008,Goonyella Rivers to Moranbah,Operational,6/06/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1820,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.276904636
2234,,110008,Ingham South to Yabula South,Operational,28/07/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1821,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.86093385
2235,,110008,South Pine to Hays Inlet,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1845,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.157838089
2236,,110008,Moranbah to Eagle Downs,Operational,8/04/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1866,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.262198219
2237,,110008,Moranbah to Peak Downs Tee ,Operational,25/07/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1867,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.313428204
2238,,110008,Eagle Downs to Dysart,Operational,25/07/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1868,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.432034315
2239,,110008,Dysart to Peak Downs Tee,Operational,14/03/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1869,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.379180136
2240,,110008,Gladstone-H7 to Wurdong,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1870,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.025545041
2241,,110008,Gladstone-T5 to Calliope River-H67,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1873,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.023730091
2242,,110008,Calliope River-H67 to Callemondah-T101,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1874,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.015092247
2243,,110008,Calliope 275 to Calliope 132,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1875,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.002162384
2244,,110008,Calliope 275 to Calliope 132,Operational,18/06/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1876,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.002162384
2245,,110008,Duaringa Tee to Duaringa,Operational,6/11/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1877,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.265321588
2246,,110008,Nudgee-SSNGE to South Pine-H2,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1879,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.197237963
2247,,110008,Nudgee-SSNGE to South Pine-H2,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1880,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.197309178
2248,,110008,Bald Hills-SSQR42 to Sandgate-SSSGT,Operational,20/12/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1881,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.035136997
2249,,110008,Tarong to Chinchilla,Operational,31/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1882,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.317078051
2250,,110008,Cooper Gap-H60 to Western Downs-S5,Operational,21/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1883,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.903141445
2251,,110008,Halys-S2 to Western Downs-S5,Operational,21/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,1884,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,1.170161971
2252,,110008,Braemar Power Station to Braemar,Operational,8/05/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2018,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.007295713
2253,,110008,Townsville Port to Garbutt,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2019,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.056805569
2254,,110008,Townsville Port to Garbutt,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2020,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.002723987
2255,,110008,Stuart to Townsville Port,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2021,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.126935106
2256,,110008,Hermit Park to Stuart,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2022,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.104615105
2257,,110008,Hermit Park to Garbutt,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2023,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.029195082
2258,,110008,Dan Gleeson to Rasmussen,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2024,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.074739433
2259,,110008,Stuart to Rasmussen,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2025,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.21920235
2260,,110008,Koombooloomba Power Station to Kareeya Power Station,Operational,24/11/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2026,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,22,0.150428192
2261,,110008,Townsville Port Neil Smith to Garbutt,Operational,11/05/2017 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2028,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.016866786
2262,,110008,Strathmore to Ross,Operational,14/03/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2029,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,1.486056419
2263,,110008,South Pine to Stafford,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2033,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Undetermined,110,0.110680952
2264,,110008,South Pine to Stafford,Operational,18/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2034,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Undetermined,110,0.110680969
2265,,110008,Aramara to Teebar Creek,Operational,1/12/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2035,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.227495292
2266,,110008,Aramara to Teebar Creek,Operational,1/12/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2036,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.22757153
2267,,110008,Korenan to Korenan Tee,Operational,15/06/2019 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2037,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.00116714
2268,,110008,Broadbeach to Surfers Paradise,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2038,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.030423727
2269,,110008,Broadbeach to Surfers Paradise,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2039,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,110,0.030423727
2270,,110008,Molendinar to Surfers Paradise,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2041,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.075759542
2271,,110008,Molendinar to Southport,Operational,8/07/2018 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2042,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,110,0.084714482
2272,,110008,Callide to Halys,Operational,25/08/2016 0:00,Esri World Imagery,4/04/2019 0:00,AEMO-Australian Energy Market Operators 2019,2043,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,2.90493881
